1,2,3,4,5,6,7
Mr_HysteriA,我结婚的时候你一定要来，不然没有新娘我会很尴尬。,2015年6月6日,19.9万,其实都没有,杨宗纬,作词 : 杨宗纬作曲 : 伍冠谚/易桀齐编曲 : 于京延制作人 : 马玉芬从什么都没有的地方到什么都没有的地方我们 像没发生事一样自顾地 走在路上忘掉了的人只是泡沫用双手轻轻一触就破泛黄 有他泛黄的理由思念将 越来越薄你微风中浮现的 从前的面容已被吹送到天空我在脚步急促的城市之中依然一个人生活我也曾经憧憬过 后来没结果只能靠一首歌真的在说我是用那种特别干哑的喉咙唱着淡淡的哀愁我也曾经做梦过 后来更寂寞我们能留下的其实都没有原谅我用特别沧桑的喉咙假装我很怀旧假装我很痛从什么都没有的地方到什么都没有的地方我们 像没发生事一样自顾地 走在路上忘掉了的人只是泡沫用双手轻轻一触就破泛黄 有他泛黄的理由思念将 越来越薄你微风中浮现的 从前的面容已被吹送到天空我在脚步急促的城市之中依然一个人生活我也曾经憧憬过 后来没结果只能靠一首歌真的在说我是用那种特别干哑的喉咙唱着淡淡的哀愁我也曾经做梦过 后来更寂寞我们能留下的其实都没有原谅我用特别沧桑的喉咙假装我很怀旧假装我很痛我也曾经憧憬过 后来没结果只能靠一首歌真的在说我是用那种特别干哑的喉咙唱着淡淡的哀愁我也曾经作梦过 后来更寂寞我们能留下的其实都没有原谅我用特别沧桑的喉咙假装我很怀旧假装我很痛其实我真的很怀旧而且也很痛小提琴 : 于京延大提琴 : 彭衍翔弦乐编写 : 于京延录音师 : 钟国泰录音室 : 白金录音室混音师 : 钟国泰混音录音室 : 白金录音室OP : 草帝音乐有限公司OP : Universal Music Publishing Ltd. TaiwanOP : 义气音乐SP : Universal Music Publishing Ltd. TaiwanISRC TW-83-13-00101展开
我也曾经这样,分手后所有联系方式全部删了 偷偷建了微博小号关注他 网易云里他最近一周听的最多的就是这首，这是我唯一知道他最近生活的轨迹。希望他踢球不要再受伤，膝盖再也不会疼，不要喝啤酒，早点睡，少抽烟。李同学，也知道你嘴硬心软，所以说了分手后立马删了我，肯定也是怕彼此为难，我都懂。保重！,2015年11月27日,14.6万,其实都没有,杨宗纬,作词 : 杨宗纬作曲 : 伍冠谚/易桀齐编曲 : 于京延制作人 : 马玉芬从什么都没有的地方到什么都没有的地方我们 像没发生事一样自顾地 走在路上忘掉了的人只是泡沫用双手轻轻一触就破泛黄 有他泛黄的理由思念将 越来越薄你微风中浮现的 从前的面容已被吹送到天空我在脚步急促的城市之中依然一个人生活我也曾经憧憬过 后来没结果只能靠一首歌真的在说我是用那种特别干哑的喉咙唱着淡淡的哀愁我也曾经做梦过 后来更寂寞我们能留下的其实都没有原谅我用特别沧桑的喉咙假装我很怀旧假装我很痛从什么都没有的地方到什么都没有的地方我们 像没发生事一样自顾地 走在路上忘掉了的人只是泡沫用双手轻轻一触就破泛黄 有他泛黄的理由思念将 越来越薄你微风中浮现的 从前的面容已被吹送到天空我在脚步急促的城市之中依然一个人生活我也曾经憧憬过 后来没结果只能靠一首歌真的在说我是用那种特别干哑的喉咙唱着淡淡的哀愁我也曾经做梦过 后来更寂寞我们能留下的其实都没有原谅我用特别沧桑的喉咙假装我很怀旧假装我很痛我也曾经憧憬过 后来没结果只能靠一首歌真的在说我是用那种特别干哑的喉咙唱着淡淡的哀愁我也曾经作梦过 后来更寂寞我们能留下的其实都没有原谅我用特别沧桑的喉咙假装我很怀旧假装我很痛其实我真的很怀旧而且也很痛小提琴 : 于京延大提琴 : 彭衍翔弦乐编写 : 于京延录音师 : 钟国泰录音室 : 白金录音室混音师 : 钟国泰混音录音室 : 白金录音室OP : 草帝音乐有限公司OP : Universal Music Publishing Ltd. TaiwanOP : 义气音乐SP : Universal Music Publishing Ltd. TaiwanISRC TW-83-13-00101展开
私人診室,很多人在评论里写日记 被陌生人安慰鼓励 喜欢好音乐这样把大家聚在一起,2015年1月5日,87728,其实都没有,杨宗纬,作词 : 杨宗纬作曲 : 伍冠谚/易桀齐编曲 : 于京延制作人 : 马玉芬从什么都没有的地方到什么都没有的地方我们 像没发生事一样自顾地 走在路上忘掉了的人只是泡沫用双手轻轻一触就破泛黄 有他泛黄的理由思念将 越来越薄你微风中浮现的 从前的面容已被吹送到天空我在脚步急促的城市之中依然一个人生活我也曾经憧憬过 后来没结果只能靠一首歌真的在说我是用那种特别干哑的喉咙唱着淡淡的哀愁我也曾经做梦过 后来更寂寞我们能留下的其实都没有原谅我用特别沧桑的喉咙假装我很怀旧假装我很痛从什么都没有的地方到什么都没有的地方我们 像没发生事一样自顾地 走在路上忘掉了的人只是泡沫用双手轻轻一触就破泛黄 有他泛黄的理由思念将 越来越薄你微风中浮现的 从前的面容已被吹送到天空我在脚步急促的城市之中依然一个人生活我也曾经憧憬过 后来没结果只能靠一首歌真的在说我是用那种特别干哑的喉咙唱着淡淡的哀愁我也曾经做梦过 后来更寂寞我们能留下的其实都没有原谅我用特别沧桑的喉咙假装我很怀旧假装我很痛我也曾经憧憬过 后来没结果只能靠一首歌真的在说我是用那种特别干哑的喉咙唱着淡淡的哀愁我也曾经作梦过 后来更寂寞我们能留下的其实都没有原谅我用特别沧桑的喉咙假装我很怀旧假装我很痛其实我真的很怀旧而且也很痛小提琴 : 于京延大提琴 : 彭衍翔弦乐编写 : 于京延录音师 : 钟国泰录音室 : 白金录音室混音师 : 钟国泰混音录音室 : 白金录音室OP : 草帝音乐有限公司OP : Universal Music Publishing Ltd. TaiwanOP : 义气音乐SP : Universal Music Publishing Ltd. TaiwanISRC TW-83-13-00101展开
_小金瓜_,没在一起的人，不要努力了，他们给你们的看似合理的理由其实都是借口，真正爱你的人不会让你等让你一直单方面努力。擦擦眼泪，我们一起去爱新的人吧,2015年1月16日,84312,其实都没有,杨宗纬,作词 : 杨宗纬作曲 : 伍冠谚/易桀齐编曲 : 于京延制作人 : 马玉芬从什么都没有的地方到什么都没有的地方我们 像没发生事一样自顾地 走在路上忘掉了的人只是泡沫用双手轻轻一触就破泛黄 有他泛黄的理由思念将 越来越薄你微风中浮现的 从前的面容已被吹送到天空我在脚步急促的城市之中依然一个人生活我也曾经憧憬过 后来没结果只能靠一首歌真的在说我是用那种特别干哑的喉咙唱着淡淡的哀愁我也曾经做梦过 后来更寂寞我们能留下的其实都没有原谅我用特别沧桑的喉咙假装我很怀旧假装我很痛从什么都没有的地方到什么都没有的地方我们 像没发生事一样自顾地 走在路上忘掉了的人只是泡沫用双手轻轻一触就破泛黄 有他泛黄的理由思念将 越来越薄你微风中浮现的 从前的面容已被吹送到天空我在脚步急促的城市之中依然一个人生活我也曾经憧憬过 后来没结果只能靠一首歌真的在说我是用那种特别干哑的喉咙唱着淡淡的哀愁我也曾经做梦过 后来更寂寞我们能留下的其实都没有原谅我用特别沧桑的喉咙假装我很怀旧假装我很痛我也曾经憧憬过 后来没结果只能靠一首歌真的在说我是用那种特别干哑的喉咙唱着淡淡的哀愁我也曾经作梦过 后来更寂寞我们能留下的其实都没有原谅我用特别沧桑的喉咙假装我很怀旧假装我很痛其实我真的很怀旧而且也很痛小提琴 : 于京延大提琴 : 彭衍翔弦乐编写 : 于京延录音师 : 钟国泰录音室 : 白金录音室混音师 : 钟国泰混音录音室 : 白金录音室OP : 草帝音乐有限公司OP : Universal Music Publishing Ltd. TaiwanOP : 义气音乐SP : Universal Music Publishing Ltd. TaiwanISRC TW-83-13-00101展开
Octoberjess,今晚，被小两年半的男友的妈妈打电话过来，叫我离开她儿子，原谅她的自私，她接受不了我比她儿子大，她接受不到我属虎，我说阿姨对不起，我做不到，我等了二十八年才等到的人，我不放弃。,2015年8月25日,67922,其实都没有,杨宗纬,作词 : 杨宗纬作曲 : 伍冠谚/易桀齐编曲 : 于京延制作人 : 马玉芬从什么都没有的地方到什么都没有的地方我们 像没发生事一样自顾地 走在路上忘掉了的人只是泡沫用双手轻轻一触就破泛黄 有他泛黄的理由思念将 越来越薄你微风中浮现的 从前的面容已被吹送到天空我在脚步急促的城市之中依然一个人生活我也曾经憧憬过 后来没结果只能靠一首歌真的在说我是用那种特别干哑的喉咙唱着淡淡的哀愁我也曾经做梦过 后来更寂寞我们能留下的其实都没有原谅我用特别沧桑的喉咙假装我很怀旧假装我很痛从什么都没有的地方到什么都没有的地方我们 像没发生事一样自顾地 走在路上忘掉了的人只是泡沫用双手轻轻一触就破泛黄 有他泛黄的理由思念将 越来越薄你微风中浮现的 从前的面容已被吹送到天空我在脚步急促的城市之中依然一个人生活我也曾经憧憬过 后来没结果只能靠一首歌真的在说我是用那种特别干哑的喉咙唱着淡淡的哀愁我也曾经做梦过 后来更寂寞我们能留下的其实都没有原谅我用特别沧桑的喉咙假装我很怀旧假装我很痛我也曾经憧憬过 后来没结果只能靠一首歌真的在说我是用那种特别干哑的喉咙唱着淡淡的哀愁我也曾经作梦过 后来更寂寞我们能留下的其实都没有原谅我用特别沧桑的喉咙假装我很怀旧假装我很痛其实我真的很怀旧而且也很痛小提琴 : 于京延大提琴 : 彭衍翔弦乐编写 : 于京延录音师 : 钟国泰录音室 : 白金录音室混音师 : 钟国泰混音录音室 : 白金录音室OP : 草帝音乐有限公司OP : Universal Music Publishing Ltd. TaiwanOP : 义气音乐SP : Universal Music Publishing Ltd. TaiwanISRC TW-83-13-00101展开
maybenu,昨天做公交车回学校的路上，看到前排的一个女孩扎着马尾，穿着白衬衫，牛仔裤，白色帆布鞋，年轻，干净，整洁，符合一切美好的词汇。突然意识到自己年纪已经不可能在喜欢这样十几岁的女孩子了，看着她甚至出了神，恍惚间从她的身上看到你的脸，像极了当年的你，太匆匆,2016年1月24日,58001,其实都没有,杨宗纬,作词 : 杨宗纬作曲 : 伍冠谚/易桀齐编曲 : 于京延制作人 : 马玉芬从什么都没有的地方到什么都没有的地方我们 像没发生事一样自顾地 走在路上忘掉了的人只是泡沫用双手轻轻一触就破泛黄 有他泛黄的理由思念将 越来越薄你微风中浮现的 从前的面容已被吹送到天空我在脚步急促的城市之中依然一个人生活我也曾经憧憬过 后来没结果只能靠一首歌真的在说我是用那种特别干哑的喉咙唱着淡淡的哀愁我也曾经做梦过 后来更寂寞我们能留下的其实都没有原谅我用特别沧桑的喉咙假装我很怀旧假装我很痛从什么都没有的地方到什么都没有的地方我们 像没发生事一样自顾地 走在路上忘掉了的人只是泡沫用双手轻轻一触就破泛黄 有他泛黄的理由思念将 越来越薄你微风中浮现的 从前的面容已被吹送到天空我在脚步急促的城市之中依然一个人生活我也曾经憧憬过 后来没结果只能靠一首歌真的在说我是用那种特别干哑的喉咙唱着淡淡的哀愁我也曾经做梦过 后来更寂寞我们能留下的其实都没有原谅我用特别沧桑的喉咙假装我很怀旧假装我很痛我也曾经憧憬过 后来没结果只能靠一首歌真的在说我是用那种特别干哑的喉咙唱着淡淡的哀愁我也曾经作梦过 后来更寂寞我们能留下的其实都没有原谅我用特别沧桑的喉咙假装我很怀旧假装我很痛其实我真的很怀旧而且也很痛小提琴 : 于京延大提琴 : 彭衍翔弦乐编写 : 于京延录音师 : 钟国泰录音室 : 白金录音室混音师 : 钟国泰混音录音室 : 白金录音室OP : 草帝音乐有限公司OP : Universal Music Publishing Ltd. TaiwanOP : 义气音乐SP : Universal Music Publishing Ltd. TaiwanISRC TW-83-13-00101展开
qiuzhangbiao,人这辈子，最害怕突然把某一首歌听懂了,2016年2月14日,50679,其实都没有,杨宗纬,作词 : 杨宗纬作曲 : 伍冠谚/易桀齐编曲 : 于京延制作人 : 马玉芬从什么都没有的地方到什么都没有的地方我们 像没发生事一样自顾地 走在路上忘掉了的人只是泡沫用双手轻轻一触就破泛黄 有他泛黄的理由思念将 越来越薄你微风中浮现的 从前的面容已被吹送到天空我在脚步急促的城市之中依然一个人生活我也曾经憧憬过 后来没结果只能靠一首歌真的在说我是用那种特别干哑的喉咙唱着淡淡的哀愁我也曾经做梦过 后来更寂寞我们能留下的其实都没有原谅我用特别沧桑的喉咙假装我很怀旧假装我很痛从什么都没有的地方到什么都没有的地方我们 像没发生事一样自顾地 走在路上忘掉了的人只是泡沫用双手轻轻一触就破泛黄 有他泛黄的理由思念将 越来越薄你微风中浮现的 从前的面容已被吹送到天空我在脚步急促的城市之中依然一个人生活我也曾经憧憬过 后来没结果只能靠一首歌真的在说我是用那种特别干哑的喉咙唱着淡淡的哀愁我也曾经做梦过 后来更寂寞我们能留下的其实都没有原谅我用特别沧桑的喉咙假装我很怀旧假装我很痛我也曾经憧憬过 后来没结果只能靠一首歌真的在说我是用那种特别干哑的喉咙唱着淡淡的哀愁我也曾经作梦过 后来更寂寞我们能留下的其实都没有原谅我用特别沧桑的喉咙假装我很怀旧假装我很痛其实我真的很怀旧而且也很痛小提琴 : 于京延大提琴 : 彭衍翔弦乐编写 : 于京延录音师 : 钟国泰录音室 : 白金录音室混音师 : 钟国泰混音录音室 : 白金录音室OP : 草帝音乐有限公司OP : Universal Music Publishing Ltd. TaiwanOP : 义气音乐SP : Universal Music Publishing Ltd. TaiwanISRC TW-83-13-00101展开
Ah7阿七,"看见评论里有好多人说自己喜欢的那个他,其实我好羡慕你们,我连一个喜欢的人都没有像我这种都没有喜欢的人听这么悲伤的情歌真的好吗!",2015年3月5日,46796,其实都没有,杨宗纬,作词 : 杨宗纬作曲 : 伍冠谚/易桀齐编曲 : 于京延制作人 : 马玉芬从什么都没有的地方到什么都没有的地方我们 像没发生事一样自顾地 走在路上忘掉了的人只是泡沫用双手轻轻一触就破泛黄 有他泛黄的理由思念将 越来越薄你微风中浮现的 从前的面容已被吹送到天空我在脚步急促的城市之中依然一个人生活我也曾经憧憬过 后来没结果只能靠一首歌真的在说我是用那种特别干哑的喉咙唱着淡淡的哀愁我也曾经做梦过 后来更寂寞我们能留下的其实都没有原谅我用特别沧桑的喉咙假装我很怀旧假装我很痛从什么都没有的地方到什么都没有的地方我们 像没发生事一样自顾地 走在路上忘掉了的人只是泡沫用双手轻轻一触就破泛黄 有他泛黄的理由思念将 越来越薄你微风中浮现的 从前的面容已被吹送到天空我在脚步急促的城市之中依然一个人生活我也曾经憧憬过 后来没结果只能靠一首歌真的在说我是用那种特别干哑的喉咙唱着淡淡的哀愁我也曾经做梦过 后来更寂寞我们能留下的其实都没有原谅我用特别沧桑的喉咙假装我很怀旧假装我很痛我也曾经憧憬过 后来没结果只能靠一首歌真的在说我是用那种特别干哑的喉咙唱着淡淡的哀愁我也曾经作梦过 后来更寂寞我们能留下的其实都没有原谅我用特别沧桑的喉咙假装我很怀旧假装我很痛其实我真的很怀旧而且也很痛小提琴 : 于京延大提琴 : 彭衍翔弦乐编写 : 于京延录音师 : 钟国泰录音室 : 白金录音室混音师 : 钟国泰混音录音室 : 白金录音室OP : 草帝音乐有限公司OP : Universal Music Publishing Ltd. TaiwanOP : 义气音乐SP : Universal Music Publishing Ltd. TaiwanISRC TW-83-13-00101展开
Mr_楼下小黑,每次失望一次，我就少做一件爱你的事，直到最后备注改成全名、取消特别关注、上线不主动找你、收起你送的东西、删掉你所有的照片、再也不偷偷看你的时候，就是该说再见的时候了。多年后你会不会记得，曾经有一个人很努力的珍惜过你。——失望是一天天积累的，离开是很长的决定……,2016年1月22日,29422,其实都没有,杨宗纬,作词 : 杨宗纬作曲 : 伍冠谚/易桀齐编曲 : 于京延制作人 : 马玉芬从什么都没有的地方到什么都没有的地方我们 像没发生事一样自顾地 走在路上忘掉了的人只是泡沫用双手轻轻一触就破泛黄 有他泛黄的理由思念将 越来越薄你微风中浮现的 从前的面容已被吹送到天空我在脚步急促的城市之中依然一个人生活我也曾经憧憬过 后来没结果只能靠一首歌真的在说我是用那种特别干哑的喉咙唱着淡淡的哀愁我也曾经做梦过 后来更寂寞我们能留下的其实都没有原谅我用特别沧桑的喉咙假装我很怀旧假装我很痛从什么都没有的地方到什么都没有的地方我们 像没发生事一样自顾地 走在路上忘掉了的人只是泡沫用双手轻轻一触就破泛黄 有他泛黄的理由思念将 越来越薄你微风中浮现的 从前的面容已被吹送到天空我在脚步急促的城市之中依然一个人生活我也曾经憧憬过 后来没结果只能靠一首歌真的在说我是用那种特别干哑的喉咙唱着淡淡的哀愁我也曾经做梦过 后来更寂寞我们能留下的其实都没有原谅我用特别沧桑的喉咙假装我很怀旧假装我很痛我也曾经憧憬过 后来没结果只能靠一首歌真的在说我是用那种特别干哑的喉咙唱着淡淡的哀愁我也曾经作梦过 后来更寂寞我们能留下的其实都没有原谅我用特别沧桑的喉咙假装我很怀旧假装我很痛其实我真的很怀旧而且也很痛小提琴 : 于京延大提琴 : 彭衍翔弦乐编写 : 于京延录音师 : 钟国泰录音室 : 白金录音室混音师 : 钟国泰混音录音室 : 白金录音室OP : 草帝音乐有限公司OP : Universal Music Publishing Ltd. TaiwanOP : 义气音乐SP : Universal Music Publishing Ltd. TaiwanISRC TW-83-13-00101展开
聂小清_F6vI,“我也羡慕那些一沾着枕头就能安睡和那些决心放手之后就不再回头的人。”,2016年5月21日,26005,其实都没有,杨宗纬,作词 : 杨宗纬作曲 : 伍冠谚/易桀齐编曲 : 于京延制作人 : 马玉芬从什么都没有的地方到什么都没有的地方我们 像没发生事一样自顾地 走在路上忘掉了的人只是泡沫用双手轻轻一触就破泛黄 有他泛黄的理由思念将 越来越薄你微风中浮现的 从前的面容已被吹送到天空我在脚步急促的城市之中依然一个人生活我也曾经憧憬过 后来没结果只能靠一首歌真的在说我是用那种特别干哑的喉咙唱着淡淡的哀愁我也曾经做梦过 后来更寂寞我们能留下的其实都没有原谅我用特别沧桑的喉咙假装我很怀旧假装我很痛从什么都没有的地方到什么都没有的地方我们 像没发生事一样自顾地 走在路上忘掉了的人只是泡沫用双手轻轻一触就破泛黄 有他泛黄的理由思念将 越来越薄你微风中浮现的 从前的面容已被吹送到天空我在脚步急促的城市之中依然一个人生活我也曾经憧憬过 后来没结果只能靠一首歌真的在说我是用那种特别干哑的喉咙唱着淡淡的哀愁我也曾经做梦过 后来更寂寞我们能留下的其实都没有原谅我用特别沧桑的喉咙假装我很怀旧假装我很痛我也曾经憧憬过 后来没结果只能靠一首歌真的在说我是用那种特别干哑的喉咙唱着淡淡的哀愁我也曾经作梦过 后来更寂寞我们能留下的其实都没有原谅我用特别沧桑的喉咙假装我很怀旧假装我很痛其实我真的很怀旧而且也很痛小提琴 : 于京延大提琴 : 彭衍翔弦乐编写 : 于京延录音师 : 钟国泰录音室 : 白金录音室混音师 : 钟国泰混音录音室 : 白金录音室OP : 草帝音乐有限公司OP : Universal Music Publishing Ltd. TaiwanOP : 义气音乐SP : Universal Music Publishing Ltd. TaiwanISRC TW-83-13-00101展开
招舞不住,几百页的聊天记录的人也能丢,2015年11月23日,21284,其实都没有,杨宗纬,作词 : 杨宗纬作曲 : 伍冠谚/易桀齐编曲 : 于京延制作人 : 马玉芬从什么都没有的地方到什么都没有的地方我们 像没发生事一样自顾地 走在路上忘掉了的人只是泡沫用双手轻轻一触就破泛黄 有他泛黄的理由思念将 越来越薄你微风中浮现的 从前的面容已被吹送到天空我在脚步急促的城市之中依然一个人生活我也曾经憧憬过 后来没结果只能靠一首歌真的在说我是用那种特别干哑的喉咙唱着淡淡的哀愁我也曾经做梦过 后来更寂寞我们能留下的其实都没有原谅我用特别沧桑的喉咙假装我很怀旧假装我很痛从什么都没有的地方到什么都没有的地方我们 像没发生事一样自顾地 走在路上忘掉了的人只是泡沫用双手轻轻一触就破泛黄 有他泛黄的理由思念将 越来越薄你微风中浮现的 从前的面容已被吹送到天空我在脚步急促的城市之中依然一个人生活我也曾经憧憬过 后来没结果只能靠一首歌真的在说我是用那种特别干哑的喉咙唱着淡淡的哀愁我也曾经做梦过 后来更寂寞我们能留下的其实都没有原谅我用特别沧桑的喉咙假装我很怀旧假装我很痛我也曾经憧憬过 后来没结果只能靠一首歌真的在说我是用那种特别干哑的喉咙唱着淡淡的哀愁我也曾经作梦过 后来更寂寞我们能留下的其实都没有原谅我用特别沧桑的喉咙假装我很怀旧假装我很痛其实我真的很怀旧而且也很痛小提琴 : 于京延大提琴 : 彭衍翔弦乐编写 : 于京延录音师 : 钟国泰录音室 : 白金录音室混音师 : 钟国泰混音录音室 : 白金录音室OP : 草帝音乐有限公司OP : Universal Music Publishing Ltd. TaiwanOP : 义气音乐SP : Universal Music Publishing Ltd. TaiwanISRC TW-83-13-00101展开
葫芦画画,到现在了还不知道爱一个人是什么感觉，听到这首歌有一种莫名的难受。。。。。,2015年2月5日,17926,其实都没有,杨宗纬,作词 : 杨宗纬作曲 : 伍冠谚/易桀齐编曲 : 于京延制作人 : 马玉芬从什么都没有的地方到什么都没有的地方我们 像没发生事一样自顾地 走在路上忘掉了的人只是泡沫用双手轻轻一触就破泛黄 有他泛黄的理由思念将 越来越薄你微风中浮现的 从前的面容已被吹送到天空我在脚步急促的城市之中依然一个人生活我也曾经憧憬过 后来没结果只能靠一首歌真的在说我是用那种特别干哑的喉咙唱着淡淡的哀愁我也曾经做梦过 后来更寂寞我们能留下的其实都没有原谅我用特别沧桑的喉咙假装我很怀旧假装我很痛从什么都没有的地方到什么都没有的地方我们 像没发生事一样自顾地 走在路上忘掉了的人只是泡沫用双手轻轻一触就破泛黄 有他泛黄的理由思念将 越来越薄你微风中浮现的 从前的面容已被吹送到天空我在脚步急促的城市之中依然一个人生活我也曾经憧憬过 后来没结果只能靠一首歌真的在说我是用那种特别干哑的喉咙唱着淡淡的哀愁我也曾经做梦过 后来更寂寞我们能留下的其实都没有原谅我用特别沧桑的喉咙假装我很怀旧假装我很痛我也曾经憧憬过 后来没结果只能靠一首歌真的在说我是用那种特别干哑的喉咙唱着淡淡的哀愁我也曾经作梦过 后来更寂寞我们能留下的其实都没有原谅我用特别沧桑的喉咙假装我很怀旧假装我很痛其实我真的很怀旧而且也很痛小提琴 : 于京延大提琴 : 彭衍翔弦乐编写 : 于京延录音师 : 钟国泰录音室 : 白金录音室混音师 : 钟国泰混音录音室 : 白金录音室OP : 草帝音乐有限公司OP : Universal Music Publishing Ltd. TaiwanOP : 义气音乐SP : Universal Music Publishing Ltd. TaiwanISRC TW-83-13-00101展开
过于热爱那片海,前几天兄弟订婚，他拎着酒到我家中，看着乱成一团的狗窝，吐槽我，一把年纪了，找个女朋友照顾下自己，已经微醺的我笑着拿出手机，翻出我十八岁生日时和我在蛋糕前接吻的那个女孩的照片，问他，有她好吗？兄弟回家前拍着我的肩膀，眼圈红着对我说，忘了她吧，人家都结婚了，你这样，兄弟们都替你难受,2019年3月17日,13487,其实都没有,杨宗纬,作词 : 杨宗纬作曲 : 伍冠谚/易桀齐编曲 : 于京延制作人 : 马玉芬从什么都没有的地方到什么都没有的地方我们 像没发生事一样自顾地 走在路上忘掉了的人只是泡沫用双手轻轻一触就破泛黄 有他泛黄的理由思念将 越来越薄你微风中浮现的 从前的面容已被吹送到天空我在脚步急促的城市之中依然一个人生活我也曾经憧憬过 后来没结果只能靠一首歌真的在说我是用那种特别干哑的喉咙唱着淡淡的哀愁我也曾经做梦过 后来更寂寞我们能留下的其实都没有原谅我用特别沧桑的喉咙假装我很怀旧假装我很痛从什么都没有的地方到什么都没有的地方我们 像没发生事一样自顾地 走在路上忘掉了的人只是泡沫用双手轻轻一触就破泛黄 有他泛黄的理由思念将 越来越薄你微风中浮现的 从前的面容已被吹送到天空我在脚步急促的城市之中依然一个人生活我也曾经憧憬过 后来没结果只能靠一首歌真的在说我是用那种特别干哑的喉咙唱着淡淡的哀愁我也曾经做梦过 后来更寂寞我们能留下的其实都没有原谅我用特别沧桑的喉咙假装我很怀旧假装我很痛我也曾经憧憬过 后来没结果只能靠一首歌真的在说我是用那种特别干哑的喉咙唱着淡淡的哀愁我也曾经作梦过 后来更寂寞我们能留下的其实都没有原谅我用特别沧桑的喉咙假装我很怀旧假装我很痛其实我真的很怀旧而且也很痛小提琴 : 于京延大提琴 : 彭衍翔弦乐编写 : 于京延录音师 : 钟国泰录音室 : 白金录音室混音师 : 钟国泰混音录音室 : 白金录音室OP : 草帝音乐有限公司OP : Universal Music Publishing Ltd. TaiwanOP : 义气音乐SP : Universal Music Publishing Ltd. TaiwanISRC TW-83-13-00101展开
一只小白啊,喜欢你就像是高考数学试卷的压轴题，我永远都对它充满畏惧，也永远得不到满分,2018年2月11日,13340,其实都没有,杨宗纬,作词 : 杨宗纬作曲 : 伍冠谚/易桀齐编曲 : 于京延制作人 : 马玉芬从什么都没有的地方到什么都没有的地方我们 像没发生事一样自顾地 走在路上忘掉了的人只是泡沫用双手轻轻一触就破泛黄 有他泛黄的理由思念将 越来越薄你微风中浮现的 从前的面容已被吹送到天空我在脚步急促的城市之中依然一个人生活我也曾经憧憬过 后来没结果只能靠一首歌真的在说我是用那种特别干哑的喉咙唱着淡淡的哀愁我也曾经做梦过 后来更寂寞我们能留下的其实都没有原谅我用特别沧桑的喉咙假装我很怀旧假装我很痛从什么都没有的地方到什么都没有的地方我们 像没发生事一样自顾地 走在路上忘掉了的人只是泡沫用双手轻轻一触就破泛黄 有他泛黄的理由思念将 越来越薄你微风中浮现的 从前的面容已被吹送到天空我在脚步急促的城市之中依然一个人生活我也曾经憧憬过 后来没结果只能靠一首歌真的在说我是用那种特别干哑的喉咙唱着淡淡的哀愁我也曾经做梦过 后来更寂寞我们能留下的其实都没有原谅我用特别沧桑的喉咙假装我很怀旧假装我很痛我也曾经憧憬过 后来没结果只能靠一首歌真的在说我是用那种特别干哑的喉咙唱着淡淡的哀愁我也曾经作梦过 后来更寂寞我们能留下的其实都没有原谅我用特别沧桑的喉咙假装我很怀旧假装我很痛其实我真的很怀旧而且也很痛小提琴 : 于京延大提琴 : 彭衍翔弦乐编写 : 于京延录音师 : 钟国泰录音室 : 白金录音室混音师 : 钟国泰混音录音室 : 白金录音室OP : 草帝音乐有限公司OP : Universal Music Publishing Ltd. TaiwanOP : 义气音乐SP : Universal Music Publishing Ltd. TaiwanISRC TW-83-13-00101展开
万树梅花月满天,人之所以区别于动物是因为有丰富的精神世界。那些精神张力强大的人，面对孤寂不落寞，面对喧嚣不张扬，只在合适的时间和环境下发出光芒，给身边的人带来温暖和力量。,2014年12月3日,16684,Bressanone（布列瑟农）,Matthew Lien,Here i stand in Bressanone我站在布列瑟农的土地上With the stars up in the sky繁星就闪耀在我的上方Are they shining over brenner那星光是否穿过布雷诺？And upon the other side是否照耀着遥远的他乡？You would be a sweet surrender请你不要那么倔强I must go the other way我要走的是另一个方向And my train will carry me onward列车会载着我驶向前方Though my heart would surely stay但我的心定会停留在这个地方Wo my heart would surely stay哦，我的心定会停留在这个地方Now the clouds are flying by me黑云匆匆穿过我的头顶上And the moon is on the rise明月也升起在天空的那一旁I have left stars behind me我将繁星留在我的后方They were diamonds in your skies它们会像钻石闪耀在你的天空上You would be a sweet surrender所以请你不要那么倔强I must go the other way我要走的是另一个方向And my train will carry me onward列车会载着我驶向前方Though my heart would surely stay但我的心定会停留在这个地方Wo my heart would surely stay哦，我的心定会停留在这个地方展开
